description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Caldicoprobacter_faecalis_rplB,NZ_FOXR01000005.1_125/1-274,NZ_FOXR01000005.1_125,276,481.5,1e-145,6.3,274,481.4,1.4e-148,1.2e-145,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Caldicoprobacter_faecalis_rplB.domtblout
Caldicoprobacter_faecalis_rplB,NZ_FOXR01000002.1_84/3-80,NZ_FOXR01000002.1_84,161,12.3,0.0097,0.2,78,12.1,1.5e-05,0.012,0.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Caldicoprobacter_faecalis_rplB.domtblout
Campylobacter_coli_rplB,NZ_CP046317.1_1422/1-275,NZ_CP046317.1_1422,277,435.3,9e-132,8.1,275,435.2,5.8e-135,1e-131,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_coli_rplB.domtblout
Campylobacter_concisus_rplB,NZ_CP012541.1_1754/1-276,NZ_CP012541.1_1754,278,437.7,1.8e-132,8.1,276,437.6,1.1e-135,2e-132,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_concisus_rplB.domtblout
Campylobacter_curvus_rplB,NZ_CP053826.1_1776/1-276,NZ_CP053826.1_1776,278,436.4,4.8e-132,8.9,276,436.2,2.8e-135,5.3e-132,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_curvus_rplB.domtblout
Campylobacter_fetus_rplB,NC_008599.1_36/1-275,NC_008599.1_36,277,440.8,1.9e-133,7.1,275,440.7,1.2e-136,2.1e-133,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_fetus_rplB.domtblout
Campylobacter_gracilis_rplB,NZ_CP012196.1_174/1-275,NZ_CP012196.1_174,277,436.2,5.8e-132,8.4,275,436.1,3e-135,6.5e-132,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_gracilis_rplB.domtblout
Campylobacter_hominis_rplB,NC_009714.1_78/1-275,NC_009714.1_78,277,438.4,9.9e-133,5.2,275,438.2,6.8e-136,1.1e-132,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_hominis_rplB.domtblout
Campylobacter_hyointestinalis_rplB,NZ_CP053828.1_104/1-275,NZ_CP053828.1_104,277,442.0,8.9e-134,7.2,275,441.8,5.4e-137,9.9e-134,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_hyointestinalis_rplB.domtblout
Campylobacter_jejuni_rplB,NC_002163.1_1634/1-275,NC_002163.1_1634,277,435.2,9.6e-132,8.2,275,435.0,6.5e-135,1.1e-131,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_jejuni_rplB.domtblout
Campylobacter_lari_rplB,NC_012039.1_62/1-275,NC_012039.1_62,277,438.0,1.3e-132,9.4,275,437.8,9.1e-136,1.4e-132,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_lari_rplB.domtblout
Campylobacter_rectus_rplB,NZ_CP012543.1_65/1-275,NZ_CP012543.1_65,277,441.5,1.6e-133,9.5,275,441.3,7.6e-137,1.8e-133,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_rectus_rplB.domtblout
Campylobacter_showae_rplB,NZ_CP012544.1_1936/1-275,NZ_CP012544.1_1936,277,440.3,3.1e-133,9.3,275,440.2,1.7e-136,3.5e-133,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_showae_rplB.domtblout
Campylobacter_upsaliensis_rplB,NZ_CP053849.1_1607/1-275,NZ_CP053849.1_1607,277,436.2,4.6e-132,9.0,275,436.0,3.1e-135,5.1e-132,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_upsaliensis_rplB.domtblout
Campylobacter_ureolyticus_rplB,NZ_KB894735.1_39/1-275,NZ_KB894735.1_39,277,440.1,3.3e-133,7.3,275,439.9,2.1e-136,3.7e-133,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Campylobacter_ureolyticus_rplB.domtblout
Capnocytophaga_granulosa_rplB,NZ_UFVE01000001.1_710/1-273,NZ_UFVE01000001.1_710,275,443.8,3.4e-134,6.4,273,443.7,1.5e-137,3.8e-134,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Capnocytophaga_granulosa_rplB.domtblout
Capnocytophaga_ochracea_rplB,NC_013162.1_1145/1-274,NC_013162.1_1145,276,440.8,2.5e-133,4.5,274,440.6,1.3e-136,2.8e-133,4.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Capnocytophaga_ochracea_rplB.domtblout
Capnocytophaga_sputigena_rplB,NZ_CP022379.1_1805/1-274,NZ_CP022379.1_1805,276,440.8,2.9e-133,4.5,274,440.6,1.3e-136,3.2e-133,4.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Capnocytophaga_sputigena_rplB.domtblout
Cardiobacterium_hominis_rplB,NZ_LR134365.1_738/1-276,NZ_LR134365.1_738,278,454.4,1.9e-137,9.7,276,454.3,8.7e-141,2.1e-137,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cardiobacterium_hominis_rplB.domtblout
Carnobacterium_inhibens_rplB,NZ_JQIV01000006.1_1601/1-276,NZ_JQIV01000006.1_1601,278,458.2,1.5e-138,12.2,276,458.0,6.3e-142,1.7e-138,12.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Carnobacterium_inhibens_rplB.domtblout
Catabacter_hongkongensis_rplB,NZ_LLYX01000041.1_14/1-276,NZ_LLYX01000041.1_14,278,470.0,3.7e-142,7.2,276,469.8,1.6e-145,4.2e-142,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Catabacter_hongkongensis_rplB.domtblout
Catenibacterium-mitsuokai-DSM-15897-MAF-2_rplB,1_622/1-276,1_622,278,459.5,5.6e-139,13.0,276,459.4,2.4e-142,6.3e-139,13.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Catenibacterium-mitsuokai-DSM-15897-MAF-2_rplB.domtblout
Caulobacter_vibrioides_rplB,NC_011916.1_1264/1-277,NC_011916.1_1264,280,428.2,2.9e-129,7.1,277,428.0,8.8e-133,3.3e-129,7.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Caulobacter_vibrioides_rplB.domtblout
Cedecea_davisae_rplB,NZ_KE161030.1_3896/1-272,NZ_KE161030.1_3896,274,476.7,5.7e-144,9.1,272,476.5,1.4e-147,6.4e-144,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cedecea_davisae_rplB.domtblout
Cellulomonas_composti_rplB,NZ_BJWG01000016.1_37/1-276,NZ_BJWG01000016.1_37,279,458.2,1.8e-138,8.9,276,458.0,6.3e-142,1.9e-138,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cellulomonas_composti_rplB.domtblout
Cellulomonas_denverensis_rplB,NZ_BONL01000025.1_41/1-276,NZ_BONL01000025.1_41,279,456.5,6.7e-138,8.6,276,456.3,2.1e-141,7.5e-138,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cellulomonas_denverensis_rplB.domtblout
Cellulomonas_massiliensis_rplB,NZ_CABKRU010000001.1_1524/1-276,NZ_CABKRU010000001.1_1524,279,457.1,3.6e-138,8.4,276,457.0,1.3e-141,4e-138,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cellulomonas_massiliensis_rplB.domtblout
Cellulosilyticum_lentocellum_rplB,NC_015275.1_3529/1-277,NC_015275.1_3529,278,457.9,2.9e-138,7.4,277,457.7,7.7e-142,3.3e-138,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cellulosilyticum_lentocellum_rplB.domtblout
Cellulosimicrobium_cellulans_rplB,NZ_CP072387.1_2142/1-276,NZ_CP072387.1_2142,279,458.8,1.4e-138,9.0,276,458.7,4e-142,1.6e-138,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cellulosimicrobium_cellulans_rplB.domtblout
Cetobacterium_somerae_rplB,NZ_KI518192.1_5/1-276,NZ_KI518192.1_5,277,428.8,1.5e-129,6.8,276,428.6,5.7e-133,1.7e-129,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cetobacterium_somerae_rplB.domtblout
Christensenella_minuta_rplB,NZ_CP029256.1_1989/1-276,NZ_CP029256.1_1989,278,470.9,2.1e-142,8.2,276,470.7,8.4e-146,2.3e-142,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Christensenella_minuta_rplB.domtblout
Chryseobacterium_hominis_rplB,NZ_RJTU01000065.1_22/1-273,NZ_RJTU01000065.1_22,274,436.1,8.7e-132,10.2,273,435.9,3.4e-135,9.7e-132,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Chryseobacterium_hominis_rplB.domtblout
Citrobacter_amalonaticus_rplB,NZ_CP014070.2_99/1-272,NZ_CP014070.2_99,274,477.6,3.3e-144,8.8,272,477.4,1.5e-147,3.7e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_amalonaticus_rplB.domtblout
Citrobacter_amalonaticus_rplB,NZ_CP014070.2_1203/166-246,NZ_CP014070.2_1203,348,14.0,0.006,0.0,81,13.4,3.8e-06,0.0091,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_amalonaticus_rplB.domtblout
Citrobacter_braakii_rplB,NZ_CP045771.1_1250/1-272,NZ_CP045771.1_1250,274,476.3,7.7e-144,9.7,272,476.1,1.9e-147,8.5e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_braakii_rplB.domtblout
Citrobacter_farmeri_rplB,NZ_RHWV01000013.1_10/1-272,NZ_RHWV01000013.1_10,274,477.6,3.2e-144,8.8,272,477.4,7.7e-148,3.6e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_farmeri_rplB.domtblout
Citrobacter_freundii_rplB,NZ_CP033744.1_2121/1-272,NZ_CP033744.1_2121,274,476.2,8.5e-144,9.7,272,476.1,2e-147,9.5e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_freundii_rplB.domtblout
Citrobacter_gillenii_rplB,NZ_QVEK01000025.1_38/1-272,NZ_QVEK01000025.1_38,274,476.0,1e-143,9.7,272,475.9,2.3e-147,1.1e-143,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_gillenii_rplB.domtblout
Citrobacter_koseri_rplB,NC_009792.1_3929/1-272,NC_009792.1_3929,274,477.6,3e-144,8.8,272,477.4,7.7e-148,3.3e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_koseri_rplB.domtblout
Citrobacter_murliniae_rplB,NZ_QFVP01000025.1_9/1-272,NZ_QFVP01000025.1_9,274,476.2,8.3e-144,9.7,272,476.1,2e-147,9.2e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_murliniae_rplB.domtblout
Citrobacter_pasteurii_rplB,NZ_CP077262.1_619/1-272,NZ_CP077262.1_619,274,476.2,8.5e-144,9.7,272,476.1,2e-147,9.5e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_pasteurii_rplB.domtblout
Citrobacter_sedlakii_rplB,NZ_CP071070.1_440/1-272,NZ_CP071070.1_440,274,477.6,3.2e-144,8.8,272,477.4,7.7e-148,3.6e-144,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_sedlakii_rplB.domtblout
Citrobacter_werkmanii_rplB,NZ_CP044101.1_4269/1-272,NZ_CP044101.1_4269,274,476.0,9.6e-144,9.7,272,475.9,2.3e-147,1.1e-143,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_werkmanii_rplB.domtblout
Citrobacter_youngae_rplB,NZ_LR134485.1_378/1-272,NZ_LR134485.1_378,274,476.2,8.4e-144,9.7,272,476.1,2e-147,9.4e-144,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Citrobacter_youngae_rplB.domtblout
Cloacibacillus_evryensis_rplB,NZ_KK073872.1_980/1-273,NZ_KK073872.1_980,275,448.5,1.5e-135,4.5,273,448.3,5.6e-139,1.7e-135,4.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cloacibacillus_evryensis_rplB.domtblout
Cloacibacillus_porcorum_rplB,NZ_CP016757.1_1019/1-273,NZ_CP016757.1_1019,275,448.6,1.5e-135,5.2,273,448.4,5.2e-139,1.6e-135,5.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cloacibacillus_porcorum_rplB.domtblout
Cloacibacterium_normanense_rplB,NZ_CP034157.1_2502/1-273,NZ_CP034157.1_2502,274,439.1,9.4e-133,8.6,273,438.9,4.1e-136,1e-132,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Cloacibacterium_normanense_rplB.domtblout
Clostridioides_difficile_rplB,NZ_CP076401.1_81/1-275,NZ_CP076401.1_81,277,463.7,4.3e-140,5.6,275,463.5,1.3e-143,4.8e-140,5.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridioides_difficile_rplB.domtblout
Clostridium_acetobutylicum_rplB,NC_015687.1_3101/1-276,NC_015687.1_3101,278,464.2,3.1e-140,6.6,276,464.1,8.9e-144,3.4e-140,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_acetobutylicum_rplB.domtblout
Clostridium_aldenense_rplB,NZ_QSGP01000008.1_215/1-278,NZ_QSGP01000008.1_215,282,450.2,9.2e-136,8.6,278,450.1,1.6e-139,1e-135,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_aldenense_rplB.domtblout
Clostridium_aminovalericum_rplB,NZ_OAOG01000016.1_74/1-278,NZ_OAOG01000016.1_74,281,468.4,1.7e-141,6.6,278,468.3,9.6e-145,1.9e-141,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_aminovalericum_rplB.domtblout
Clostridium_asparagiforme_rplB,NZ_QSBM01000020.1_69/1-278,NZ_QSBM01000020.1_69,282,449.9,1e-135,7.4,278,449.8,4.1e-139,1.1e-135,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_asparagiforme_rplB.domtblout
Clostridium_baratii_rplB,NZ_CP014204.2_239/1-277,NZ_CP014204.2_239,278,466.0,6.9e-141,6.0,277,465.9,2.5e-144,7.6e-141,6.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_baratii_rplB.domtblout
Clostridium_bartlettii_rplB,NZ_CABIXZ010000009.1_6/1-275,NZ_CABIXZ010000009.1_6,277,462.7,6.8e-140,6.5,275,462.6,5.2e-143,7.5e-140,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_bartlettii_rplB.domtblout
Clostridium_bartlettii_rplB,NZ_CABIXZ010000001.1_181/104-166,NZ_CABIXZ010000001.1_181,376,14.5,0.0025,0.0,63,13.7,3e-06,0.0044,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_bartlettii_rplB.domtblout
Clostridium_beijerinckii_rplB,NZ_CP073653.1_157/1-276,NZ_CP073653.1_157,278,462.7,1.2e-139,4.7,276,462.6,2.6e-143,1.3e-139,4.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_beijerinckii_rplB.domtblout
Clostridium_bifermentans_rplB,NZ_CP079737.1_60/1-275,NZ_CP079737.1_60,277,463.4,4.9e-140,5.7,275,463.2,3.2e-143,5.5e-140,5.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_bifermentans_rplB.domtblout
Clostridium_bolteae_rplB,NZ_CP022464.2_5088/1-278,NZ_CP022464.2_5088,282,453.3,1e-136,8.2,278,453.2,1.9e-140,1.1e-136,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_bolteae_rplB.domtblout
Clostridium_botulinum_rplB,NC_009495.1_3378/1-276,NC_009495.1_3378,278,463.8,4e-140,6.1,276,463.6,1.3e-143,4.5e-140,6.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_botulinum_rplB.domtblout
Clostridium_butyricum_rplB,NZ_CP013239.1_179/1-275,NZ_CP013239.1_179,277,463.8,4.4e-140,5.7,275,463.7,1.2e-143,4.9e-140,5.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_butyricum_rplB.domtblout
Clostridium_cadaveris_rplB,NZ_CP076620.1_3045/1-276,NZ_CP076620.1_3045,278,466.6,5.1e-141,4.6,276,466.5,1.7e-144,5.7e-141,4.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_cadaveris_rplB.domtblout
Clostridium_celatum_rplB,NZ_JADMVG010000026.1_34/1-276,NZ_JADMVG010000026.1_34,278,468.8,1e-141,7.6,276,468.7,3.5e-145,1.2e-141,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_celatum_rplB.domtblout
Clostridium_cellobioparum_rplB,NZ_JHYD01000002.1_23/1-277,NZ_JHYD01000002.1_23,278,473.3,7.2e-143,6.8,277,473.1,1.5e-146,8e-143,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_cellobioparum_rplB.domtblout
Clostridium_chauvoei_rplB,NZ_CP018630.1_205/1-276,NZ_CP018630.1_205,278,471.2,1.5e-142,5.8,276,471.1,6.5e-146,1.7e-142,5.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_chauvoei_rplB.domtblout
Clostridium_citroniae_rplB,NZ_FOZH01000012.1_85/1-278,NZ_FOZH01000012.1_85,282,449.0,1.8e-135,7.8,278,448.9,3.8e-139,2e-135,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_citroniae_rplB.domtblout
Clostridium_clariflavum_rplB,NC_016627.1_3890/1-277,NC_016627.1_3890,278,488.8,1.1e-147,6.6,277,488.6,2.9e-151,1.2e-147,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_clariflavum_rplB.domtblout
Clostridium_cochlearium_rplB,NZ_LT906477.1_2181/1-275,NZ_LT906477.1_2181,277,464.9,1.2e-140,4.8,275,464.8,5.5e-144,1.3e-140,4.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_cochlearium_rplB.domtblout
Clostridium_cocleatum_rplB,NZ_FOIN01000002.1_154/1-276,NZ_FOIN01000002.1_154,278,463.8,3e-140,15.5,276,463.7,1.2e-143,3.3e-140,15.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_cocleatum_rplB.domtblout
Clostridium_difficile_rplB,NZ_CP076401.1_81/1-275,NZ_CP076401.1_81,277,463.7,4.3e-140,5.6,275,463.5,1.3e-143,4.8e-140,5.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_difficile_rplB.domtblout
Clostridium_disporicum_rplB,NZ_CYZX01000018.1_36/1-276,NZ_CYZX01000018.1_36,278,472.8,6.4e-143,6.1,276,472.6,2.2e-146,7.1e-143,6.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_disporicum_rplB.domtblout
Clostridium_fallax_rplB,NZ_FQVM01000003.1_56/1-276,NZ_FQVM01000003.1_56,278,474.0,2.1e-143,6.3,276,473.8,9.4e-147,2.4e-143,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_fallax_rplB.domtblout
Clostridium_felsineum_rplB,NZ_CP096980.1_753/1-276,NZ_CP096980.1_753,278,464.0,4.5e-140,6.1,276,463.8,1.1e-143,5e-140,6.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_felsineum_rplB.domtblout
Clostridium_glycolicum_rplB,NZ_AUUB01000018.1_43/1-275,NZ_AUUB01000018.1_43,277,462.2,1.3e-139,7.3,275,462.0,3.8e-143,1.5e-139,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_glycolicum_rplB.domtblout
Clostridium_glycyrrhizinilyticum_rplB,NZ_JADMSO010000001.1_223/1-277,NZ_JADMSO010000001.1_223,281,461.5,1.5e-139,7.5,277,461.3,6.3e-143,1.7e-139,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_glycyrrhizinilyticum_rplB.domtblout
Clostridium_hathewayi_rplB,NZ_WNME01000010.1_91/1-279,NZ_WNME01000010.1_91,283,455.2,2.7e-137,9.6,279,455.0,5.1e-141,3e-137,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_hathewayi_rplB.domtblout
Clostridium_hiranonis_rplB,NZ_CP036523.1_48/1-275,NZ_CP036523.1_48,277,463.5,2.9e-140,6.1,275,463.4,1.5e-143,3.2e-140,6.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_hiranonis_rplB.domtblout
Clostridium_hylemonae_rplB,NZ_SPFR01000017.1_84/1-277,NZ_SPFR01000017.1_84,281,464.4,2.5e-140,8.2,277,464.2,8e-144,2.8e-140,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_hylemonae_rplB.domtblout
Clostridium_indolis_rplB,NZ_AZUI01000001.1_907/1-280,NZ_AZUI01000001.1_907,283,449.6,1.3e-135,9.5,280,449.5,2.6e-139,1.5e-135,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_indolis_rplB.domtblout
Clostridium_innocuum_rplB,NZ_CP048838.1_748/1-276,NZ_CP048838.1_748,278,474.8,2.2e-143,11.2,276,474.7,5.4e-147,2.5e-143,11.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_innocuum_rplB.domtblout
Clostridium_irregulare_rplB,NZ_FQWX01000032.1_6/1-275,NZ_FQWX01000032.1_6,277,464.5,1.7e-140,5.7,275,464.4,7.2e-144,1.8e-140,5.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_irregulare_rplB.domtblout
Clostridium_lactatifermentans_rplB,NZ_JADCKK010000047.1_27/1-275,NZ_JADCKK010000047.1_27,277,460.6,3e-139,8.8,275,460.4,1.2e-142,3.4e-139,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_lactatifermentans_rplB.domtblout
Clostridium_lavalense_rplB,NZ_CABJCG010000010.1_183/1-278,NZ_CABJCG010000010.1_183,282,449.9,1.1e-135,7.4,278,449.8,4.1e-139,1.2e-135,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_lavalense_rplB.domtblout
Clostridium_lituseburense_rplB,NZ_FNGW01000018.1_34/1-275,NZ_FNGW01000018.1_34,277,464.2,3e-140,5.5,275,464.0,9.5e-144,3.4e-140,5.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_lituseburense_rplB.domtblout
Clostridium_methoxybenzovorans_rplB,NZ_ATXD01000011.1_334/1-280,NZ_ATXD01000011.1_334,283,449.6,1.5e-135,9.5,280,449.5,2.6e-139,1.7e-135,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_methoxybenzovorans_rplB.domtblout
Clostridium_neonatale_rplB,NZ_UICR01000001.1_179/1-275,NZ_UICR01000001.1_179,277,466.7,6.1e-141,5.1,275,466.5,3.3e-144,6.8e-141,5.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_neonatale_rplB.domtblout
Clostridium_nexile_rplB,NZ_JAAIUD010000004.1_96/1-277,NZ_JAAIUD010000004.1_96,281,463.0,4.9e-140,8.0,277,462.8,2.2e-143,5.5e-140,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_nexile_rplB.domtblout
Clostridium_paraputrificum_rplB,NZ_AUJC01000011.1_6/1-276,NZ_AUJC01000011.1_6,278,473.7,3.7e-143,5.6,276,473.5,2.4e-146,4.1e-143,5.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_paraputrificum_rplB.domtblout
Clostridium_paraputrificum_rplB,NZ_AUJC01000004.1_108/385-431,NZ_AUJC01000004.1_108,482,13.7,0.0054,0.2,47,13.0,5e-06,0.0086,0.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Clostridium_paraputrificum_rplB.domtblout
