"","strain","hit_score.atoA","hit_id.atoA","description.atoA","hit_score.atoD","hit_id.atoD","description.atoD","hit_score.bcd","hit_id.bcd","description.bcd","hit_score.kce","hit_id.kce","description.kce","hit_score.kal","hit_id.kal","description.kal","hit_score.kamA","hit_id.kamA","description.kamA","hit_score.kamD","hit_id.kamD","description.kamD","hit_score.kamE","hit_id.kamE","description.kamE","hit_score.kdd","hit_id.kdd","description.kdd","pathway","hit_score.thl","hit_id.thl","description.thl","hit_score.cro","hit_id.cro","description.cro","hit_score.hbd","hit_id.hbd","description.hbd","hit_score.ptb","hit_id.ptb","description.ptb","hit_score.buk","hit_id.buk","description.buk","hit_score.but","hit_id.but","description.but","hit_score.gcdA","hit_id.gcdA","description.gcdA","hit_score.gcdB","hit_id.gcdB","description.gcdB","hit_score.gctA","hit_id.gctA","description.gctA","hit_score.gctB","hit_id.gctB","description.gctB","hit_score.hgdA","hit_id.hgdA","description.hgdA","hit_score.hgdB","hit_id.hgdB","description.hgdB","hit_score.hgdC","hit_id.hgdC","description.hgdC","hit_score.abfD","hit_id.abfD","description.abfD","hit_score.abfT","hit_id.abfT","description.abfT","hit_score.abfH","hit_id.abfH","description.abfH"
"147","Geobacillus_vulcani",NA,NA,NA,NA,NA,NA,763.6,"NZ_JPOI01000001.1_1051/1-378","Geobacillus_vulcani_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",647.6,"NZ_JPOI01000001.1_1048/1-391","Geobacillus_vulcani_thl",439.9,"NZ_JPOI01000001.1_2972/1-259","Geobacillus_vulcani_cro",476.3,"NZ_JPOI01000001.1_1049/1-283","Geobacillus_vulcani_hbd",445,"NZ_JPOI01000001.1_2083/2-299","Geobacillus_vulcani_ptb",598.5,"NZ_JPOI01000001.1_2085/5-358","Geobacillus_vulcani_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Intestinimonas_butyriciproducens",NA,NA,NA,NA,NA,NA,910.8,"NZ_MJII01000001.1_1425/1-635","Intestinimonas_butyriciproducens_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",678.6,"NZ_MJII01000001.1_2210/1-393","Intestinimonas_butyriciproducens_thl",457.8,"NZ_MJII01000001.1_534/12-268","Intestinimonas_butyriciproducens_cro",460,"NZ_MJII01000001.1_1514/1-282","Intestinimonas_butyriciproducens_hbd",292.4,"NZ_MJII01000001.1_2190/3-307","Intestinimonas_butyriciproducens_ptb",NA,NA,NA,797.8,"NZ_MJII01000001.1_1881/1-446","Intestinimonas_butyriciproducens_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Lachnobacterium_bovis",NA,NA,NA,NA,NA,NA,741.3,"NZ_FNPG01000008.1_108/1-383","Lachnobacterium_bovis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",700.5,"NZ_FNPG01000008.1_106/1-396","Lachnobacterium_bovis_thl",454.1,"NZ_FNPG01000022.1_44/1-263","Lachnobacterium_bovis_cro",444.5,"NZ_FNPG01000008.1_107/1-279","Lachnobacterium_bovis_hbd",NA,NA,NA,NA,NA,NA,808.5,"NZ_FNPG01000008.1_8/1-446","Lachnobacterium_bovis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Megasphaera-elsdenii-14-14-MAF-2",NA,NA,NA,NA,NA,NA,712.6,"1_1259/1-378","Megasphaera-elsdenii-14-14-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",728.2,"1_215/1-392","Megasphaera-elsdenii-14-14-MAF-2_thl",496.7,"1_523/1-260","Megasphaera-elsdenii-14-14-MAF-2_cro",459.1,"1_522/2-286","Megasphaera-elsdenii-14-14-MAF-2_hbd",NA,NA,NA,NA,NA,NA,709.5,"1_1709/1-441","Megasphaera-elsdenii-14-14-MAF-2_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Microbacterium_schleiferi",NA,NA,NA,NA,NA,NA,364.8,"NZ_JAJGNI010000013.1_28/7-385","Microbacterium_schleiferi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",495,"NZ_JAJGNI010000005.1_51/3-394","Microbacterium_schleiferi_thl",353,"NZ_JAJGNI010000006.1_129/8-262","Microbacterium_schleiferi_cro",310.8,"NZ_JAJGNI010000020.1_2/6-281","Microbacterium_schleiferi_hbd",NA,NA,NA,NA,NA,NA,375.5,"NZ_JAJGNI010000001.1_216/2-435","Microbacterium_schleiferi_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Oscillibacter_valericigenes",NA,NA,NA,NA,NA,NA,921.3,"NZ_JAFBIV010000007.1_101/1-633","Oscillibacter_valericigenes_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",643.7,"NZ_JAFBIV010000001.1_30/1-417","Oscillibacter_valericigenes_thl",441.2,"NZ_JAFBIV010000016.1_45/2-266","Oscillibacter_valericigenes_cro",423.8,"NZ_JAFBIV010000011.1_72/1-278","Oscillibacter_valericigenes_hbd",290.2,"NZ_JAFBIV010000005.1_63/3-307","Oscillibacter_valericigenes_ptb",NA,NA,NA,776.5,"NZ_JAFBIV010000005.1_40/1-447","Oscillibacter_valericigenes_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Papillibacter_cinnamivorans",NA,NA,NA,NA,NA,NA,783.5,"NZ_FWXW01000002.1_271/1-376","Papillibacter_cinnamivorans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",701.3,"NZ_FWXW01000003.1_8/1-391","Papillibacter_cinnamivorans_thl",457.3,"NZ_FWXW01000001.1_238/1-258","Papillibacter_cinnamivorans_cro",454.4,"NZ_FWXW01000001.1_239/1-281","Papillibacter_cinnamivorans_hbd",NA,NA,NA,NA,NA,NA,432.5,"NZ_FWXW01000008.1_9/2-424","Papillibacter_cinnamivorans_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Parasporobacterium_paucivorans",NA,NA,NA,NA,NA,NA,775.5,"NZ_FQYT01000002.1_117/1-378","Parasporobacterium_paucivorans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",717.1,"NZ_FQYT01000004.1_9/1-392","Parasporobacterium_paucivorans_thl",477.3,"NZ_FQYT01000012.1_58/1-251","Parasporobacterium_paucivorans_cro",428.5,"NZ_FQYT01000002.1_118/1-277","Parasporobacterium_paucivorans_hbd",419.6,"NZ_FQYT01000009.1_83/2-300","Parasporobacterium_paucivorans_ptb",522.4,"NZ_FQYT01000009.1_82/2-352","Parasporobacterium_paucivorans_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Peptococcus_niger",NA,NA,NA,NA,NA,NA,761.1,"NZ_FNAF01000005.1_95/1-559","Peptococcus_niger_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",684,"NZ_FNAF01000015.1_16/1-393","Peptococcus_niger_thl",453.6,"NZ_FNAF01000015.1_17/1-259","Peptococcus_niger_cro",438.8,"NZ_FNAF01000015.1_18/1-279","Peptococcus_niger_hbd",NA,NA,NA,NA,NA,NA,686.8,"NZ_FNAF01000002.1_223/1-449","Peptococcus_niger_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Peptoniphilus_duerdenii",NA,NA,NA,NA,NA,NA,899.5,"NZ_GL397071.1_1529/110-747","Peptoniphilus_duerdenii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",708.6,"NZ_GL397071.1_50/1-391","Peptoniphilus_duerdenii_thl",471.8,"NZ_GL397071.1_49/1-259","Peptoniphilus_duerdenii_cro",458.6,"NZ_GL397071.1_48/1-280","Peptoniphilus_duerdenii_hbd",NA,NA,NA,NA,NA,NA,765.3,"NZ_GL397071.1_101/1-445","Peptoniphilus_duerdenii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Planococcus_okeanokoites",NA,NA,NA,NA,NA,NA,755.8,"NZ_FWYH01000010.1_789/3-380","Planococcus_okeanokoites_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",694.7,"NZ_FWYH01000010.1_1447/1-393","Planococcus_okeanokoites_thl",414.7,"NZ_FWYH01000010.1_1971/1-257","Planococcus_okeanokoites_cro",469.2,"NZ_FWYH01000010.1_787/1-283","Planococcus_okeanokoites_hbd",412,"NZ_FWYH01000010.1_1766/2-301","Planococcus_okeanokoites_ptb",592.8,"NZ_FWYH01000010.1_1764/5-358","Planococcus_okeanokoites_buk",394.6,"NZ_FWYH01000009.1_188/16-434","Planococcus_okeanokoites_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Planococcus_rifietoensis",NA,NA,NA,NA,NA,NA,751.1,"NZ_CP013659.2_2416/1-378","Planococcus_rifietoensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",698.9,"NZ_CP013659.2_1602/1-393","Planococcus_rifietoensis_thl",411.1,"NZ_CP013659.2_1026/1-257","Planococcus_rifietoensis_cro",472.5,"NZ_CP013659.2_2418/1-283","Planococcus_rifietoensis_hbd",405.9,"NZ_CP013659.2_1224/2-299","Planococcus_rifietoensis_ptb",587.7,"NZ_CP013659.2_1226/6-358","Planococcus_rifietoensis_buk",374,"NZ_CP013659.2_43/2-418","Planococcus_rifietoensis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Planomicrobium_chinense",NA,NA,NA,NA,NA,NA,746.1,"NZ_JABWTK010000007.1_136/1-378","Planomicrobium_chinense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",700.7,"NZ_JABWTK010000008.1_157/1-393","Planomicrobium_chinense_thl",417.9,"NZ_JABWTK010000004.1_108/1-257","Planomicrobium_chinense_cro",471.4,"NZ_JABWTK010000007.1_138/1-283","Planomicrobium_chinense_hbd",403.5,"NZ_JABWTK010000004.1_317/3-299","Planomicrobium_chinense_ptb",568.1,"NZ_JABWTK010000004.1_319/6-358","Planomicrobium_chinense_buk",381.3,"NZ_JABWTK010000003.1_223/3-420","Planomicrobium_chinense_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Pseudoramibacter_alactolyticus",NA,NA,NA,NA,NA,NA,879.9,"NZ_GL622359.1_1699/1-638","Pseudoramibacter_alactolyticus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",675.4,"NZ_GL622359.1_1504/1-393","Pseudoramibacter_alactolyticus_thl",454,"NZ_GL622359.1_1503/1-257","Pseudoramibacter_alactolyticus_cro",433.8,"NZ_GL622359.1_1502/1-281","Pseudoramibacter_alactolyticus_hbd",NA,NA,NA,NA,NA,NA,743.4,"NZ_GL622359.1_2014/1-446","Pseudoramibacter_alactolyticus_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Rheinheimera_perlucida",NA,NA,NA,NA,NA,NA,514,"NZ_KB907728.1_28/8-387","Rheinheimera_perlucida_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",533.4,"NZ_KB907728.1_30/9-399","Rheinheimera_perlucida_thl",319.6,"NZ_KB907728.1_33/3-256","Rheinheimera_perlucida_cro",326.7,"NZ_KB907712.1_85/311-617","Rheinheimera_perlucida_hbd",NA,NA,NA,NA,NA,NA,366.5,"NZ_KB907701.1_217/3-417","Rheinheimera_perlucida_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Rheinheimera_texasensis",NA,NA,NA,NA,NA,NA,500.1,"NZ_JONU01000007.1_384/8-388","Rheinheimera_texasensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",526.4,"NZ_JONU01000007.1_382/1-390","Rheinheimera_texasensis_thl",320.1,"NZ_JONU01000007.1_379/3-256","Rheinheimera_texasensis_cro",329.4,"NZ_JONU01000014.1_18/311-609","Rheinheimera_texasensis_hbd",NA,NA,NA,NA,NA,NA,354.9,"NZ_KL544005.1_679/3-418","Rheinheimera_texasensis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Riemerella_columbina",NA,NA,NA,NA,NA,NA,645,"NZ_KB894219.1_49/1-379","Riemerella_columbina_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",567,"NZ_KB894283.1_48/1-391","Riemerella_columbina_thl",432.4,"NZ_KB894246.1_5/1-255","Riemerella_columbina_cro",444,"NZ_KB894273.1_101/1-289","Riemerella_columbina_hbd",NA,NA,NA,NA,NA,NA,360.7,"NZ_KB894282.1_8/4-418","Riemerella_columbina_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Romboutsia_lituseburensis",NA,NA,NA,NA,NA,NA,775.8,"NZ_FNGW01000003.1_235/3-373","Romboutsia_lituseburensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",611.6,"NZ_FNGW01000001.1_138/1-399","Romboutsia_lituseburensis_thl",444.8,"NZ_FNGW01000001.1_137/2-264","Romboutsia_lituseburensis_cro",456.4,"NZ_FNGW01000003.1_234/1-280","Romboutsia_lituseburensis_hbd",476.6,"NZ_FNGW01000009.1_3/1-299","Romboutsia_lituseburensis_ptb",594.3,"NZ_FNGW01000009.1_4/5-357","Romboutsia_lituseburensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Roseburia-intestinalis-L1-82-MAF-2",NA,NA,NA,NA,NA,NA,748.9,"1_609/1-384","Roseburia-intestinalis-L1-82-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",685.1,"1_607/1-393","Roseburia-intestinalis-L1-82-MAF-2_thl",453.4,"1_3151/1-263","Roseburia-intestinalis-L1-82-MAF-2_cro",442.1,"1_608/1-285","Roseburia-intestinalis-L1-82-MAF-2_hbd",NA,NA,NA,NA,NA,NA,819.4,"1_391/1-446","Roseburia-intestinalis-L1-82-MAF-2_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Roseburia_faecis",NA,NA,NA,NA,NA,NA,748.9,"NZ_CYXV01000001.1_20/1-383","Roseburia_faecis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",680.4,"NZ_CYXV01000001.1_22/1-393","Roseburia_faecis_thl",449.5,"NZ_CYXV01000003.1_56/1-262","Roseburia_faecis_cro",434.5,"NZ_CYXV01000001.1_21/1-285","Roseburia_faecis_hbd",NA,NA,NA,NA,NA,NA,823.3,"NZ_CYXV01000016.1_62/1-446","Roseburia_faecis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Roseburia_hominis",NA,NA,NA,NA,NA,NA,763.9,"NZ_LR699011.1_1824/1-379","Roseburia_hominis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",696.9,"NZ_LR699011.1_530/1-393","Roseburia_hominis_thl",448.9,"NZ_LR699011.1_2287/1-265","Roseburia_hominis_cro",436.3,"NZ_LR699011.1_531/1-285","Roseburia_hominis_hbd",NA,NA,NA,NA,NA,NA,822.4,"NZ_LR699011.1_2657/1-446","Roseburia_hominis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Roseburia_inulinivorans",NA,NA,NA,NA,NA,NA,751.1,"NZ_QRTF01000011.1_76/1-384","Roseburia_inulinivorans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",682.8,"NZ_QRTF01000011.1_74/1-393","Roseburia_inulinivorans_thl",458.8,"NZ_QRTF01000040.1_25/1-263","Roseburia_inulinivorans_cro",436.9,"NZ_QRTF01000011.1_75/1-285","Roseburia_inulinivorans_hbd",NA,NA,NA,NA,NA,NA,814.2,"NZ_QRTF01000028.1_4/1-446","Roseburia_inulinivorans_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Rudanella_lutea",NA,NA,NA,NA,NA,NA,654.1,"NZ_KB913013.1_2823/11-388","Rudanella_lutea_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",550.6,"NZ_KB913013.1_926/1-390","Rudanella_lutea_thl",285.9,"NZ_KB913013.1_1921/2-263","Rudanella_lutea_cro",259,"NZ_KB913013.1_2731/322-613","Rudanella_lutea_hbd",NA,NA,NA,NA,NA,NA,380.4,"NZ_KB913013.1_2848/8-420","Rudanella_lutea_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Ruminococcus-gauvreauii-DSM-19829-MAF-2",NA,NA,NA,NA,NA,NA,724,"1_3567/1-382","Ruminococcus-gauvreauii-DSM-19829-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",669,"1_2736/1-396","Ruminococcus-gauvreauii-DSM-19829-MAF-2_thl",394.4,"1_3572/1-252","Ruminococcus-gauvreauii-DSM-19829-MAF-2_cro",410.2,"1_2728/3-277","Ruminococcus-gauvreauii-DSM-19829-MAF-2_hbd",NA,NA,NA,NA,NA,NA,772.3,"1_458/1-448","Ruminococcus-gauvreauii-DSM-19829-MAF-2_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Sarcina_ventriculi",NA,NA,NA,NA,NA,NA,781,"NZ_CABIXL010000008.1_33/1-378","Sarcina_ventriculi_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",614,"NZ_CABIXL010000008.1_35/1-400","Sarcina_ventriculi_thl",517.4,"NZ_CABIXL010000008.1_34/1-260","Sarcina_ventriculi_cro",491.2,"NZ_CABIXL010000008.1_36/1-281","Sarcina_ventriculi_hbd",454,"NZ_CABIXL010000007.1_52/1-300","Sarcina_ventriculi_ptb",586,"NZ_CABIXL010000007.1_53/1-356","Sarcina_ventriculi_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Sporosarcina_koreensis",NA,NA,NA,NA,NA,NA,755.7,"NZ_LN651337.1_1628/1-378","Sporosarcina_koreensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",699.6,"NZ_LN651337.1_883/10-404","Sporosarcina_koreensis_thl",394,"NZ_LN651337.1_1264/1-258","Sporosarcina_koreensis_cro",461.8,"NZ_LN651337.1_1630/1-283","Sporosarcina_koreensis_hbd",401.4,"NZ_LN651337.1_642/1-307","Sporosarcina_koreensis_ptb",560.5,"NZ_LN651337.1_640/6-358","Sporosarcina_koreensis_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Subdoligranulum-variabile-DSM-15176-MAF-2",NA,NA,NA,NA,NA,NA,720.3,"1_2126/1-389","Subdoligranulum-variabile-DSM-15176-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",693.1,"1_2123/1-393","Subdoligranulum-variabile-DSM-15176-MAF-2_thl",450.6,"1_2124/1-260","Subdoligranulum-variabile-DSM-15176-MAF-2_cro",428.2,"1_2125/1-285","Subdoligranulum-variabile-DSM-15176-MAF-2_hbd",431,"1_2121/2-301","Subdoligranulum-variabile-DSM-15176-MAF-2_ptb",571.3,"1_2120/2-355","Subdoligranulum-variabile-DSM-15176-MAF-2_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Thauera_terpenica",NA,NA,NA,NA,NA,NA,557.5,"NZ_ATJV01000001.1_95/3-375","Thauera_terpenica_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",577.7,"NZ_ATJV01000047.1_16/3-394","Thauera_terpenica_thl",386.4,"NZ_ATJV01000059.1_196/1-257","Thauera_terpenica_cro",417.7,"NZ_ATJV01000125.1_39/1-283","Thauera_terpenica_hbd",332.5,"NZ_ATJV01000058.1_37/18-314","Thauera_terpenica_ptb",NA,NA,NA,395.2,"NZ_ATJV01000042.1_65/6-430","Thauera_terpenica_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Thermus_scotoductus",NA,NA,NA,NA,NA,NA,538.3,"NZ_PEMR01000250.1_14/2-370","Thermus_scotoductus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",564.8,"NZ_PEMR01000111.1_16/1-399","Thermus_scotoductus_thl",426.7,"NZ_PEMR01000248.1_32/13-273","Thermus_scotoductus_cro",427.9,"NZ_PEMR01000286.1_5/1-287","Thermus_scotoductus_hbd",NA,NA,NA,NA,NA,NA,396.9,"NZ_PEMR01000079.1_3/2-422","Thermus_scotoductus_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Tissierella_praeacuta",NA,NA,NA,NA,NA,NA,932.9,"NZ_UHHZ01000001.1_50/1-635","Tissierella_praeacuta_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",722.2,"NZ_UHHZ01000001.1_407/1-392","Tissierella_praeacuta_thl",489.8,"NZ_UHHZ01000001.1_2489/16-274","Tissierella_praeacuta_cro",448.4,"NZ_UHHZ01000001.1_2488/1-282","Tissierella_praeacuta_hbd",447.7,"NZ_UHHZ01000001.1_726/1-299","Tissierella_praeacuta_ptb",601.3,"NZ_UHHZ01000001.1_727/2-355","Tissierella_praeacuta_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Variovorax_boronicumulans",NA,NA,NA,NA,NA,NA,512.4,"NZ_BKDH01000005.1_293/3-374","Variovorax_boronicumulans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",627.1,"NZ_BKDH01000001.1_1403/1-392","Variovorax_boronicumulans_thl",384.9,"NZ_BKDH01000005.1_108/39-299","Variovorax_boronicumulans_cro",420.1,"NZ_BKDH01000006.1_28/1-282","Variovorax_boronicumulans_hbd",NA,NA,NA,NA,NA,NA,397.4,"NZ_BKDH01000001.1_1783/1-429","Variovorax_boronicumulans_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
